id,acc_test,acc_region,sample_size,test_size,activation,solver,hidden_layer_sizes,max_iter,TP,FP,FN,TN,accuracy,recall,specificity,precision
18_02_2022-09_57,0.754,0.5888769019364088,40000,10000,relu,adam,"(100,)",126762,77646,94985,120508,58.887690193640886,57.16514766828864,60.81532545393986,62.01420688035694

18_02_2022-09_59,0.7569,0.5883315352904613,40000,10000,tanh,adam,"(100,)",132096,83209,89651,114945,58.833153529046136,59.57059171037263,58.0079130373346,61.35296439934047

18_02_2022-10_02,0.7324,0.5762191564202038,40000,10000,tanh,sgd,"(100,)",127860,84059,93887,114095,57.62191564202038,57.66030656559052,57.57895374304833,60.33437303875537

18_02_2022-10_04,0.7623,0.5883910731339054,40000,10000,relu,sgd,"(100,)",135861,86949,85886,111205,58.839107313390535,61.26847262871651,56.120492142475044,60.97616803554599

18_02_2022-10_07,0.7685,0.5895603963791465,40000,10000,relu,sgd,"(200,)",138131,88728,83616,109426,58.95603963791465,62.2921617879836,55.22270557243356,60.888481391525126

18_02_2022-10_08,0.7497,0.5890412263843144,40000,10000,relu,adam,"(200,)",125542,76357,96205,121797,58.904122638431446,56.614971115730995,61.46582960727515,62.18059524811911

18_02_2022-10_10,0.749,0.5923491489660658,40000,10000,relu,adam,"(300,)",126025,75451,95722,122703,59.23491489660658,56.83278691481733,61.923049749184976,62.55087454585162

18_02_2022-10_13,0.7627,0.5883196277217725,40000,10000,relu,sgd,"(300,)",135958,87076,85789,111078,58.83196277217725,61.312216174288714,56.056400577328745,60.95841889577373

18_02_2022-10_17,0.7656,0.5862477107699195,40000,10000,relu,sgd,"(200,)",129665,81653,92082,116501,58.624771076991955,58.47429728474343,58.79316087487509,61.36013023026907

18_02_2022-10_20,0.7576,0.6013393633261174,40000,10000,relu,adam,"(500,)",136984,82635,84763,115519,60.13393633261174,61.77490563570195,58.297586725476144,62.37347406189811

18_02_2022-10_23,0.7554,0.5943138977997194,40000,10000,relu,adam,"(100, 100)",116211,64812,105536,133342,59.431389779971944,52.4070224174397,67.29210613966914,64.19681476939394

18_02_2022-10_26,0.7496,0.5837947516200247,40000,10000,relu,sgd,"(100, 100)",500,118782,71800,102965,126354,58.37947516200247,53.566451857296826,63.765556082642796,62.32592794702543

18_02_2022-10_30,0.7612,0.5851903186703532,40000,10000,relu,sgd,"(100, 100)",1000,121893,74325,99854,123829,58.519031867035324,54.96940206631882,62.49129464961596,62.121212121212125

18_02_2022-10_34,0.7959,0.5910083567317058,40000,10000,relu,adam,"(100, 100, 100)",500,112622,62611,109125,135543,59.10083567317058,50.78851123126806,68.40285838287392,64.2698578464102

18_02_2022-10_37,0.784,0.5902081681158178,40000,10000,relu,adam,"(100, 100, 100, 100)",500,105064,55389,116683,142765,59.02081681158178,47.38012239173472,72.04749841032732,65.4796108517759

18_02_2022-10_46,0.7896,0.6018966375407536,40000,10000,relu,adam,"(200, 200, 200)",500,110968,56385,110779,141769,60.18966375407536,50.04261613460385,71.54485904902248,66.30774470729536

18_02_2022-10_59,0.7955,0.5958618817292648,40000,10000,relu,adam,"(300, 300, 300)",500,106146,54097,115601,144057,59.58618817292648,47.868065858839124,72.69951653764244,66.24064701734241

18_02_2022-11_03,0.7947,0.6070907190028125,40000,10000,relu,adam,"(100, 200, 100)",500,116733,59969,105014,138185,60.70907190028125,52.64242582763239,69.73616480111428,66.06207060474696

18_02_2022-11_10,0.7952,0.6028730581732361,40000,10000,relu,adam,"(100, 200, 100, 100, 100)",500,107840,52847,113907,145307,60.28730581732361,48.631999530997035,73.3303390292399,67.1118385432549

18_02_2022-11_14,0.7933,0.5940233531237125,40000,10000,relu,adam,"(200, 100, 100, 100)",500,109446,58169,112301,139985,59.40233531237125,49.35624833706882,70.64454918901461,65.2960653879426

18_02_2022-11_31,0.7363302088096326,0.7470403738023963,314925,104976,relu,adam,"(100, 100, 100)",500,181922,66393,39825,131761,74.70403738023963,82.04034327409164,66.4942418522967,73.26258985562693

18_02_2022-14_21,0.7542771681146166,0.7895646831038745,314925,104976,relu,adam,"(300, 300, 300)",500,184863,51478,36884,146676,78.95646831038745,83.36662953726545,74.0212158220374,78.21876018126352
18_02_2022-15_46,0.7530006858710563,0.7927440039437867,314925,104976,relu,adam,"(100, 200, 100, 100, 100)",500,186463,51743,35284,146411,79.27440039437867,84.08817255701318,73.88748145381875,78.27804505344113
